UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
4205,8260,2,302.3,310.9,1523,43.2,210,0
4206,3523,1,302.3,310.8,1723,26.3,213,0
4207,8261,2,302.3,310.8,1721,28.4,215,0
4208,8262,2,302.3,310.9,1710,30.4,218,1
4209,8263,2,302.3,310.9,1627,32.3,0,0
4210,8264,2,302.2,310.8,1422,47.0,3,0
4211,3524,1,302.1,310.8,1565,35.3,6,0
4212,3525,1,302.1,310.7,1314,52.8,8,1
4213,8265,2,302.0,310.6,1392,60.5,10,0
4214,3526,1,302.1,310.7,1465,40.7,13,0
4215,3527,1,301.9,310.6,1573,36.6,15,0
4216,8266,2,302.0,310.7,2157,17.8,17,0
4217,3528,1,301.9,310.7,1370,50.3,20,0
4218,3529,1,301.9,310.6,1462,38.8,22,0
4219,8267,2,302.0,310.6,1479,40.5,24,0
4220,3530,1,301.9,310.7,1717,26.8,27,0
4221,8268,2,301.9,310.6,1260,65.9,29,0
4222,3531,1,301.9,310.6,1467,39.3,32,0
4223,8269,2,302.0,310.6,1535,38.6,34,0
4224,3532,1,302.0,310.7,1657,31.9,37,0
4225,3533,1,302.0,310.7,1698,28.1,39,0
4226,3534,1,302.1,310.7,1359,49.3,41,1
4227,3535,1,302.1,310.8,1596,37.1,43,0
4228,3536,1,302.2,310.8,1383,46.9,45,0
4229,3537,1,302.2,310.8,2203,16.6,47,0
4230,8270,2,302.2,310.8,1408,46.8,49,0
4231,3538,1,302.2,310.8,1673,32.9,52,0
4232,3539,1,302.2,310.8,1340,47.8,54,0
4233,3540,1,302.2,310.9,1452,42.3,56,0
4234,8271,2,302.2,310.9,1302,53.4,58,0
4235,427,0,302.2,310.9,1522,35.9,61,0
4236,3541,1,302.2,310.8,1438,41.4,66,0
4237,3542,1,302.2,310.9,1604,40.5,68,0
4238,3543,1,302.2,311.0,1832,23.2,70,0
4239,8272,2,302.3,311.0,1521,34.8,72,0
4240,3544,1,302.3,311.0,1446,37.6,75,0
4241,3545,1,302.4,311.1,1905,20.9,77,0
4242,3546,1,302.4,311.0,1475,47.9,79,0
4243,3547,1,302.4,311.0,1462,48.5,81,0
4244,8273,2,302.4,310.9,1435,42.3,83,0
4245,3548,1,302.4,310.9,1469,39.6,86,0
4246,8274,2,302.6,311.1,1520,43.0,88,0
4247,3549,1,302.6,311.0,1537,35.5,91,0
4248,3550,1,302.6,311.0,1369,60.0,93,1
4249,3551,1,302.6,311.0,1506,37.2,95,0
4250,3552,1,302.5,310.9,1330,56.9,97,1
4251,3553,1,302.6,311.0,1660,38.0,99,0
4252,428,0,302.5,310.9,1356,55.5,101,1
4253,429,0,302.6,311.0,1438,51.0,106,0
4254,8275,2,302.6,311.0,1329,48.6,111,1
4255,3554,1,302.6,311.0,1284,68.0,114,1
4256,8276,2,302.5,311.0,1387,52.1,116,0
4257,8277,2,302.6,311.0,1591,33.9,119,0
4258,8278,2,302.6,311.0,1589,39.0,122,0
4259,8279,2,302.7,311.1,1297,60.7,125,1
4260,3555,1,302.7,311.2,1545,35.1,128,0
4261,430,0,302.7,311.1,1418,43.4,130,0
4262,3556,1,302.7,311.1,1730,28.1,135,0
4263,3557,1,302.6,311.0,2001,20.7,137,0
4264,3558,1,302.6,311.0,1620,36.2,139,0
4265,8280,2,302.6,311.0,1542,39.7,141,0
4266,3559,1,302.6,311.0,1424,38.0,144,0
4267,3560,1,302.7,311.1,1440,39.5,146,0
4268,3561,1,302.6,311.0,1520,42.8,148,0
4269,3562,1,302.7,311.0,1694,29.8,150,0
4270,3563,1,302.6,311.0,1610,39.2,152,0
4271,3564,1,302.6,310.9,1331,52.0,154,1
4272,3565,1,302.6,310.8,1470,41.2,156,0
4273,3566,1,302.5,310.8,1577,36.9,158,0
4274,3567,1,302.6,310.8,1486,36.4,160,0
4275,3568,1,302.4,310.6,1445,40.3,162,0
4276,8281,2,302.4,310.5,1500,36.7,164,0
4277,8282,2,302.2,310.4,1456,47.5,167,0
4278,3569,1,302.2,310.4,1743,28.1,170,0
4279,3570,1,302.0,310.1,1409,50.4,172,0
4280,3571,1,302.0,310.1,1361,45.4,174,1
4281,3572,1,302.1,310.1,1753,28.9,176,0
4282,3573,1,302.0,310.0,1832,22.9,178,0
4283,3574,1,301.9,309.9,1374,48.5,180,1
4284,8283,2,301.8,309.9,1334,61.0,182,1
4285,3575,1,301.8,310.0,1493,40.3,185,0
4286,3576,1,301.7,309.9,1317,49.0,187,1
4287,8284,2,301.7,309.9,1434,47.9,189,0
4288,8285,2,301.7,309.9,1457,39.2,192,0
4289,8286,2,301.7,310.0,1391,50.6,195,0
4290,8287,2,301.8,310.0,1781,23.9,198,0
4291,3577,1,301.8,310.0,1642,32.6,201,0
4292,3578,1,301.8,310.0,2032,19.0,203,0
4293,8288,2,301.8,310.1,2372,13.9,205,1
4294,3579,1,301.8,310.0,1393,44.9,208,0
4295,8289,2,301.7,310.1,1743,27.3,210,0
4296,3580,1,301.8,310.2,1457,40.4,213,0
4297,3581,1,301.8,310.2,2825,5.8,215,1
4298,8290,2,301.8,310.2,1609,34.2,217,0
4299,8291,2,301.8,310.2,1437,42.3,0,0
4300,3582,1,301.7,310.1,1402,50.1,3,0
4301,8292,2,301.7,310.1,1644,34.6,5,0
4302,3583,1,301.7,310.2,1471,51.1,8,0
4303,3584,1,301.7,310.1,2695,12.6,10,0
4304,3585,1,301.7,310.2,1435,48.1,12,0
4305,3586,1,301.6,310.1,1694,26.3,14,0
4306,3587,1,301.6,310.1,1687,26.6,16,0
4307,3588,1,301.6,310.0,1869,22.9,18,0
4308,3589,1,301.4,309.9,1259,63.9,20,1
4309,431,0,301.4,309.9,1460,47.2,22,0
4310,8293,2,301.3,309.9,1501,39.5,27,0
4311,3590,1,301.4,310.0,1776,25.6,30,0
4312,8294,2,301.5,310.1,1468,40.8,32,0
4313,3591,1,301.5,310.1,1430,46.5,35,0
4314,3592,1,301.4,310.1,1502,46.6,37,0
4315,432,0,301.4,310.1,1623,32.3,39,0
4316,8295,2,301.4,310.0,1651,29.8,44,0
4317,3593,1,301.5,310.1,1639,33.4,47,0
4318,8296,2,301.5,310.0,1417,44.6,49,0
4319,3594,1,301.5,310.1,1541,42.2,52,0
4320,8297,2,301.6,310.2,1411,45.1,54,0
4321,3595,1,301.7,310.3,1397,44.6,57,0
4322,3596,1,301.7,310.2,1686,28.9,59,0
4323,8298,2,301.7,310.1,1431,44.0,61,0
4324,3597,1,301.8,310.3,1341,50.5,64,1
4325,3598,1,301.7,310.2,1486,43.0,66,0
4326,3599,1,301.6,310.2,1384,57.1,68,0
4327,3600,1,301.6,310.1,1362,55.8,70,1
4328,433,0,301.7,310.1,1660,29.3,72,0
4329,3601,1,301.6,310.1,1326,48.2,77,1
4330,3602,1,301.6,310.0,1566,30.3,79,0
4331,3603,1,301.5,309.8,1549,38.5,81,0
4332,8299,2,301.6,309.9,1746,31.1,83,0
4333,8300,2,301.7,309.9,1452,41.5,86,0
4334,3604,1,301.6,309.8,1588,33.9,89,0
4335,3605,1,301.6,309.8,1472,42.5,91,0
4336,3606,1,301.7,309.9,1607,37.7,93,0
4337,434,0,301.6,309.9,1423,53.6,95,0
4338,3607,1,301.6,309.9,1440,43.4,100,0
4339,3608,1,301.6,309.9,1397,43.7,102,0
4340,3609,1,301.7,309.9,1524,46.6,104,0
4341,8301,2,301.7,309.9,1533,40.9,106,0
4342,3610,1,301.7,309.8,1398,46.0,109,0
4343,8302,2,301.7,309.8,1284,68.2,111,1
4344,3611,1,301.7,309.8,1491,39.3,114,0
4345,435,0,301.8,309.9,1418,51.3,116,0
4346,8303,2,301.8,309.8,1546,39.8,121,0
4347,3612,1,301.8,309.7,1598,30.4,124,0
4348,436,0,301.9,309.8,1724,27.5,126,0
4349,3613,1,301.9,309.8,1507,44.7,131,0
4350,3614,1,301.9,309.7,1595,31.4,133,0
4351,8304,2,301.9,309.7,1568,37.5,135,0
4352,3615,1,301.8,309.6,1432,43.7,138,0
4353,3616,1,301.9,309.7,1424,42.8,140,0
4354,8305,2,302.0,309.7,1386,62.7,142,1
4355,3617,1,302.0,309.8,1456,58.1,145,0
4356,437,0,302.0,309.8,1280,57.3,147,1
4357,3618,1,302.0,309.8,1649,31.0,152,0
4358,3619,1,302.0,309.9,1407,52.8,154,0
4359,438,0,302.0,309.9,1606,34.5,156,0
4360,8306,2,302.1,310.0,1531,38.0,161,0
4361,3620,1,302.1,310.1,1543,35.8,164,0
4362,8307,2,302.1,310.1,1379,48.2,166,1
4363,3621,1,302.1,310.1,1447,46.6,169,0
4364,439,0,302.1,310.1,1844,24.6,171,0
4365,440,0,302.1,310.1,1615,29.9,176,0
4366,3622,1,302.0,310.0,1449,48.8,181,0
4367,3623,1,302.0,309.9,1388,51.4,183,0
4368,441,0,302.0,309.9,1447,42.8,185,0
4369,3624,1,302.0,310.0,1664,28.6,190,0
4370,442,0,302.0,309.9,1735,27.2,192,0
4371,3625,1,302.0,309.9,1308,57.6,197,1
4372,3626,1,302.0,309.8,1480,40.0,199,0
4373,8308,2,301.9,309.6,1439,41.7,201,0
4374,8309,2,301.9,309.7,1533,35.9,204,0
4375,3627,1,302.0,309.7,1551,34.8,207,0
4376,3628,1,302.0,309.7,1414,36.3,209,0
4377,8310,2,301.9,309.6,1551,34.6,211,0
4378,8311,2,301.8,309.6,1436,49.0,214,0
4379,8312,2,301.9,309.6,1385,45.8,217,0
4380,8313,2,301.8,309.5,1732,30.1,220,0
4381,3629,1,301.9,309.6,1410,49.0,223,0
4382,3630,1,301.9,309.6,1446,43.2,225,0
4383,3631,1,301.8,309.5,1525,39.6,227,0
4384,3632,1,301.7,309.5,1298,65.5,229,1
4385,3633,1,301.8,309.6,1443,42.7,231,0
4386,3634,1,301.8,309.7,1442,45.3,233,1
4387,3635,1,301.9,309.7,1719,31.9,0,0
4388,3636,1,302.0,309.8,1532,39.4,2,0
4389,3637,1,302.0,309.8,1701,27.2,4,0
4390,8314,2,302.1,310.0,1355,45.1,6,1
4391,8315,2,302.2,310.1,1421,45.4,9,0
4392,8316,2,302.2,310.1,1368,51.6,12,1
4393,3638,1,302.2,310.1,1458,45.1,15,0
4394,8317,2,302.2,310.1,1572,34.6,17,0
4395,3639,1,302.2,310.0,1483,48.7,20,0
4396,3640,1,302.3,310.1,1513,40.4,22,0
4397,443,0,302.3,310.1,1383,42.9,24,0
4398,3641,1,302.4,310.2,1539,37.7,29,0
4399,8318,2,302.3,310.1,1563,37.8,31,0
4400,3642,1,302.3,310.1,1653,29.7,34,0
4401,3643,1,302.3,310.1,1353,50.9,36,1
4402,444,0,302.2,310.0,1468,43.6,38,0
4403,445,0,302.3,310.2,1506,33.8,43,0
4404,3644,1,302.3,310.1,1388,49.9,48,0
4405,8319,2,302.4,310.2,1485,45.9,50,0
4406,3645,1,302.4,310.2,1331,45.5,53,1
4407,3646,1,302.5,310.3,1326,58.5,55,1
4408,3647,1,302.3,310.2,1394,55.4,57,0
4409,3648,1,302.4,310.1,2009,18.9,59,0
4410,8320,2,302.4,310.1,1358,54.6,61,1
4411,3649,1,302.5,310.2,1586,32.2,64,0
4412,3650,1,302.5,310.3,1688,31.6,66,0
4413,3651,1,302.6,310.5,1450,43.2,68,0
4414,8321,2,302.7,310.5,1398,47.3,70,0
4415,3652,1,302.7,310.5,1520,39.3,73,0
4416,3653,1,302.6,310.4,1514,42.7,75,0
4417,8322,2,302.6,310.4,1532,36.1,77,0
4418,3654,1,302.6,310.4,1365,66.8,80,1
4419,3655,1,302.6,310.3,1642,33.2,82,0
4420,8323,2,302.6,310.2,2676,10.8,84,1
4421,446,0,302.6,310.2,1873,21.3,87,0
4422,3656,1,302.6,310.2,1325,62.4,92,1
4423,8324,2,302.6,310.2,2157,17.2,94,0
4424,8325,2,302.6,310.2,1563,39.0,97,0
4425,8326,2,302.6,310.2,1631,31.0,100,0
4426,3657,1,302.5,310.2,1547,36.9,103,0
4427,3658,1,302.6,310.3,1479,40.4,105,0
4428,8327,2,302.4,310.1,1379,48.9,107,1
4429,3659,1,302.4,310.1,1906,21.2,110,0
4430,8328,2,302.3,310.1,1731,33.4,112,0
4431,447,0,302.3,310.1,1688,30.4,115,0
4432,448,0,302.3,310.2,1443,54.6,120,0
4433,3660,1,302.4,310.2,1445,46.4,125,0
4434,449,0,302.4,310.2,1435,44.9,127,0
4435,3661,1,302.4,310.1,1556,32.9,132,0
4436,3662,1,302.3,310.1,1321,52.7,134,1
4437,8329,2,302.4,310.1,1577,35.8,136,0
4438,3663,1,302.4,310.2,1578,31.2,139,0
4439,3664,1,302.4,310.1,1418,52.3,141,0
4440,8330,2,302.4,310.2,1392,55.8,143,0
4441,3665,1,302.5,310.3,1446,44.0,146,0
4442,3666,1,302.5,310.2,1329,50.6,148,1
4443,3667,1,302.5,310.2,1563,34.8,150,0
4444,3668,1,302.5,310.3,1405,57.4,152,0
4445,3669,1,302.4,310.2,2224,16.0,154,0
4446,3670,1,302.5,310.2,1716,29.9,156,0
4447,3671,1,302.5,310.3,1584,35.5,158,0
4448,8331,2,302.5,310.3,1488,41.8,160,0
4449,3672,1,302.4,310.3,1374,51.2,163,1
4450,8332,2,302.4,310.3,1378,54.3,165,1
4451,3673,1,302.5,310.3,1551,37.3,168,0
4452,3674,1,302.5,310.3,1549,40.9,170,0
4453,8333,2,302.5,310.3,1447,39.2,172,0
4454,3675,1,302.4,310.2,1400,53.7,175,0
4455,3676,1,302.4,310.1,1401,48.8,177,0
4456,450,0,302.4,310.1,1597,28.9,179,0
4457,3677,1,302.3,310.1,1487,46.0,184,0
4458,8334,2,302.5,310.3,1710,27.3,186,0
4459,3678,1,302.6,310.4,1478,47.7,189,0
4460,3679,1,302.6,310.4,1743,26.3,191,0
4461,3680,1,302.6,310.5,1596,32.8,193,0
4462,3681,1,302.7,310.5,1642,30.8,195,0
4463,3682,1,302.7,310.5,1263,67.8,197,1
4464,3683,1,302.8,310.6,2016,19.9,199,0
4465,3684,1,302.8,310.6,1671,30.5,201,0
4466,3685,1,302.8,310.6,1404,43.2,203,0
4467,3686,1,302.8,310.6,1470,41.1,205,0
4468,3687,1,302.8,310.6,1617,37.9,207,0
4469,3688,1,302.7,310.5,1725,29.0,209,0
4470,3689,1,302.7,310.5,1446,40.9,211,1
4471,3690,1,302.7,310.6,1564,34.3,0,0
4472,3691,1,302.8,310.6,1670,29.1,2,0
4473,3692,1,302.7,310.6,1501,48.7,4,0
4474,3693,1,302.7,310.5,1551,35.9,6,0
4475,3694,1,302.7,310.5,1563,35.0,8,0
4476,3695,1,302.7,310.5,1351,41.8,10,1
4477,3696,1,302.6,310.4,1415,52.1,12,0
4478,3697,1,302.6,310.3,1647,34.2,14,0
4479,3698,1,302.5,310.2,1477,41.6,16,0
4480,3699,1,302.6,310.2,1923,21.5,18,0
4481,451,0,302.7,310.4,1305,55.2,20,1
4482,8335,2,302.6,310.4,1544,35.1,25,0
4483,452,0,302.7,310.5,1568,36.9,28,0
4484,3700,1,302.7,310.4,1489,42.7,33,0
4485,8336,2,302.6,310.4,1451,43.1,35,0
4486,3701,1,302.7,310.4,1542,35.7,38,0
4487,8337,2,302.6,310.5,1965,20.2,40,0
4488,3702,1,302.5,310.5,1436,36.5,43,0
4489,8338,2,302.5,310.4,1509,37.6,45,0
4490,3703,1,302.5,310.4,1487,40.2,48,0
4491,3704,1,302.5,310.4,1967,20.3,50,0
4492,453,0,302.6,310.4,1409,53.3,52,0
4493,8339,2,302.6,310.5,1420,56.4,57,0
4494,3705,1,302.7,310.5,1511,37.7,60,0
4495,454,0,302.6,310.4,1649,30.1,62,0
4496,3706,1,302.6,310.4,1359,57.2,67,1
4497,8340,2,302.5,310.4,1605,36.0,69,0
4498,3707,1,302.5,310.3,1523,36.0,72,0
4499,455,0,302.6,310.4,1614,36.0,74,0
4500,456,0,302.6,310.3,1721,27.4,79,0
4501,3708,1,302.6,310.4,1638,36.2,84,0
4502,3709,1,302.5,310.2,1307,54.0,86,1
4503,3710,1,302.4,310.2,1642,28.3,88,0
4504,8341,2,302.5,310.2,1751,30.5,90,0
4505,3711,1,302.4,310.1,1645,31.6,93,0
4506,3712,1,302.4,310.1,1426,46.8,95,0
4507,8342,2,302.4,310.1,1520,36.6,97,0
4508,3713,1,302.4,310.1,1709,31.8,100,0
4509,3714,1,302.4,310.0,1426,46.6,102,0
4510,3715,1,302.4,310.1,1429,43.7,104,0
4511,3716,1,302.4,310.2,1346,62.4,106,1
4512,3717,1,302.5,310.2,1454,43.0,108,0
4513,8343,2,302.5,310.3,1411,49.5,110,0
4514,3718,1,302.4,310.3,1900,24.4,113,0
4515,3719,1,302.4,310.3,1479,36.2,115,0
4516,3720,1,302.5,310.4,1415,48.2,117,0
4517,3721,1,302.5,310.3,1539,39.0,119,0
4518,3722,1,302.4,310.3,1520,31.6,121,0
4519,3723,1,302.4,310.3,1480,45.8,123,0
4520,3724,1,302.4,310.4,1666,29.7,125,0
4521,3725,1,302.4,310.4,1456,47.6,127,0
4522,3726,1,302.4,310.4,1865,23.9,129,0
4523,8344,2,302.5,310.5,1918,21.6,131,0
4524,3727,1,302.5,310.4,1488,48.4,134,0
4525,8345,2,302.5,310.5,1527,38.8,136,0
4526,8346,2,302.4,310.4,1463,42.2,139,0
4527,3728,1,302.4,310.4,1521,38.5,142,0
4528,8347,2,302.4,310.5,1372,45.7,144,1
4529,3729,1,302.5,310.5,1507,39.5,147,0
4530,8348,2,302.4,310.4,1586,34.3,149,0
4531,3730,1,302.5,310.4,1487,42.0,152,0
4532,3731,1,302.5,310.5,1520,41.2,154,0
4533,457,0,302.5,310.4,1422,41.9,156,0
4534,8349,2,302.4,310.3,1375,52.5,161,1
4535,3732,1,302.4,310.2,1633,28.0,164,0
4536,3733,1,302.4,310.2,1503,36.2,166,0
4537,3734,1,302.4,310.2,1351,45.1,168,1
4538,3735,1,302.3,310.2,1548,35.3,170,0
4539,3736,1,302.4,310.3,1923,23.3,172,0
4540,3737,1,302.5,310.3,1592,32.6,174,0
4541,8350,2,302.5,310.4,1580,35.6,176,0
4542,3738,1,302.5,310.4,1427,46.8,179,0
4543,8351,2,302.5,310.4,1581,32.7,181,0
4544,8352,2,302.6,310.5,1542,39.9,184,0
4545,3739,1,302.5,310.4,1349,55.1,187,1
4546,3740,1,302.5,310.5,1463,43.0,189,0
4547,8353,2,302.5,310.4,1429,43.2,191,0
4548,8354,2,302.5,310.4,1451,53.6,194,0
4549,3741,1,302.6,310.5,1511,37.2,197,0
4550,3742,1,302.6,310.6,1549,37.5,199,0
4551,8355,2,302.5,310.5,1507,40.2,201,0
4552,8356,2,302.6,310.5,1524,33.7,204,0
4553,8357,2,302.7,310.5,1880,22.7,207,0
4554,3743,1,302.6,310.5,1461,45.4,0,0
4555,3744,1,302.6,310.5,1748,28.2,2,0
4556,3745,1,302.7,310.6,1690,26.7,4,0
4557,8358,2,302.7,310.6,1349,51.2,6,1
4558,3746,1,302.7,310.6,1686,26.3,9,0
4559,3747,1,302.7,310.7,1369,47.5,11,1
4560,3748,1,302.7,310.7,1433,43.7,13,0
4561,3749,1,302.7,310.7,1597,41.9,15,0
4562,3750,1,302.9,310.8,1610,32.2,17,0
4563,3751,1,302.7,310.7,1398,57.7,19,0
4564,3752,1,302.7,310.7,1977,20.0,21,0
4565,3753,1,302.8,310.8,1516,39.5,23,0
4566,458,0,302.7,310.8,1275,55.0,25,1
4567,3754,1,302.8,310.8,1402,50.5,30,0
4568,8359,2,302.8,310.8,1451,44.7,32,0
4569,8360,2,302.7,310.8,1555,36.1,35,0
4570,3755,1,302.8,310.9,1636,35.0,38,0
4571,3756,1,302.8,310.9,1312,52.2,40,1
4572,3757,1,302.8,310.9,1708,29.8,42,0
4573,8361,2,302.9,311.0,1556,36.5,44,0
4574,459,0,302.8,311.0,1436,43.5,47,0
4575,8362,2,302.9,311.0,1402,40.7,52,0
4576,8363,2,302.9,311.0,1437,49.9,55,0
4577,8364,2,302.9,311.1,1926,21.8,58,0
4578,3758,1,303.0,311.2,1800,23.7,61,0
4579,3759,1,303.0,311.2,1641,32.6,63,0
4580,3760,1,303.0,311.2,1374,48.2,65,1
4581,3761,1,303.0,311.2,1494,37.0,67,0
4582,3762,1,303.0,311.2,1601,32.9,69,0
4583,3763,1,302.9,311.2,1634,36.9,71,0
4584,8365,2,302.9,311.2,1467,37.7,73,0
4585,3764,1,302.8,311.1,1550,32.3,76,0
4586,3765,1,302.8,311.1,1563,32.2,78,0
4587,3766,1,302.7,310.9,1395,48.3,80,0
4588,8366,2,302.8,311.0,1507,33.4,82,0
4589,3767,1,302.8,311.0,1564,38.5,85,0
4590,3768,1,302.8,311.1,1721,30.0,87,0
4591,3769,1,302.8,311.1,1456,36.1,89,0
4592,460,0,302.9,311.2,2102,17.8,91,0
4593,3770,1,302.9,311.1,1555,33.9,96,0
4594,3771,1,303.0,311.2,1409,41.9,98,0
4595,8367,2,303.0,311.2,1387,41.4,100,0
4596,8368,2,303.0,311.2,1460,43.9,103,0
4597,3772,1,303.0,311.2,1361,47.6,106,1
4598,8369,2,303.0,311.1,1490,43.0,108,0
4599,3773,1,303.1,311.2,1399,49.2,111,0
4600,3774,1,303.1,311.1,1420,55.8,113,0
4601,3775,1,303.0,311.0,1359,44.2,115,1
4602,8370,2,303.0,311.1,1372,54.3,117,1
4603,8371,2,303.0,311.0,1409,41.7,120,0
4604,461,0,302.9,311.0,1452,58.3,123,0
4605,3776,1,302.9,311.0,1820,24.6,128,0
4606,462,0,302.9,311.0,1469,48.7,130,0
4607,3777,1,302.9,311.1,1556,45.3,135,0
4608,3778,1,303.0,311.1,1980,20.2,137,0
4609,8372,2,303.0,311.2,1519,38.0,139,0
4610,3779,1,303.0,311.2,1456,44.0,142,0
4611,3780,1,303.1,311.2,1394,45.3,144,0
4612,3781,1,303.0,311.3,1365,56.2,146,1
4613,3782,1,303.0,311.3,2194,16.5,148,0
4614,3783,1,303.1,311.3,1403,55.6,150,0
4615,463,0,303.0,311.2,1503,37.0,152,0
4616,3784,1,303.0,311.3,1793,29.3,157,0
4617,3785,1,303.1,311.4,1829,24.5,159,0
4618,8373,2,303.1,311.4,1831,23.3,161,0
4619,8374,2,303.0,311.3,1335,53.6,164,1
4620,464,0,303.1,311.3,2056,19.7,167,0
4621,3786,1,303.1,311.3,1336,52.6,172,1
4622,3787,1,303.0,311.2,1341,51.0,174,1
4623,8375,2,303.0,311.1,1526,37.3,176,0
4624,3788,1,303.0,311.1,1525,40.7,179,0
4625,8376,2,303.0,311.1,1428,39.8,181,0
4626,3789,1,303.0,311.2,1511,45.7,184,0
4627,3790,1,303.0,311.2,1664,29.8,186,0
4628,8377,2,303.0,311.2,1592,38.9,188,0
4629,8378,2,303.0,311.1,1597,36.7,191,0
4630,3791,1,303.0,311.2,1735,26.1,194,0
4631,3792,1,302.9,311.2,1751,23.8,196,0
4632,3793,1,303.0,311.2,1383,44.6,198,0
4633,8379,2,302.9,311.2,1330,53.7,200,1
4634,3794,1,303.0,311.2,1382,50.5,203,0
4635,3795,1,303.0,311.2,1755,30.4,205,0
4636,8380,2,303.0,311.2,1614,35.7,207,0
4637,3796,1,303.0,311.3,1466,43.0,210,0
4638,8381,2,303.1,311.3,1847,24.7,212,0
4639,3797,1,303.1,311.3,1474,34.8,215,0
4640,3798,1,303.1,311.3,1657,31.8,217,0
4641,3799,1,303.1,311.2,1435,40.1,219,0
4642,465,0,303.1,311.3,1494,42.7,221,0
4643,3800,1,303.2,311.4,1238,54.6,226,1
4644,3801,1,303.2,311.4,1324,54.2,228,1
4645,3802,1,303.2,311.4,1514,41.2,230,0
4646,3803,1,303.3,311.4,1732,25.6,232,0
4647,3804,1,303.3,311.4,1497,46.0,234,1
4648,3805,1,303.3,311.4,1958,21.5,0,0
4649,3806,1,303.3,311.4,1630,32.5,2,0
4650,8382,2,303.3,311.4,1395,59.1,4,0
4651,3807,1,303.3,311.4,1658,30.5,7,0
4652,3808,1,303.2,311.4,1349,51.1,9,1
4653,3809,1,303.1,311.2,1452,52.9,11,0
4654,8383,2,303.1,311.1,1594,35.5,13,0
4655,8384,2,303.1,311.0,1510,47.6,16,0
4656,3810,1,303.1,311.1,1854,22.6,19,0
4657,3811,1,303.1,311.2,1626,32.3,21,0
4658,3812,1,303.1,311.2,1628,35.2,23,0
4659,3813,1,303.1,311.2,1679,34.8,25,0
4660,8385,2,303.1,311.2,1489,44.5,27,0
4661,3814,1,303.2,311.2,1439,43.9,30,0
4662,3815,1,303.3,311.3,1350,48.1,32,1
4663,466,0,303.3,311.2,1607,31.7,34,0
4664,3816,1,303.3,311.3,1389,53.9,39,0
4665,8386,2,303.3,311.3,1566,46.1,41,0
4666,8387,2,303.4,311.4,1307,54.0,44,1
4667,8388,2,303.3,311.5,1569,36.6,47,0
4668,467,0,303.3,311.4,1651,30.6,50,0
4669,468,0,303.3,311.4,1692,27.9,55,0
4670,8389,2,303.3,311.5,1373,47.3,60,1
4671,3817,1,303.2,311.4,1610,35.5,63,0
4672,3818,1,303.3,311.4,1511,43.4,65,0
4673,3819,1,303.3,311.5,1412,55.6,67,0
4674,3820,1,303.4,311.5,1501,36.2,69,0
4675,3821,1,303.4,311.5,1414,44.8,71,0
4676,469,0,303.5,311.5,1629,33.5,73,0
4677,3822,1,303.4,311.5,1879,21.3,78,0
4678,470,0,303.5,311.6,1466,47.0,80,0
4679,471,0,303.6,311.7,1476,40.1,85,0
4680,3823,1,303.6,311.8,1695,30.7,90,0
4681,3824,1,303.6,311.7,1491,39.8,92,0
4682,8390,2,303.6,311.8,1659,34.7,94,0
4683,3825,1,303.6,311.8,1567,31.7,97,0
4684,3826,1,303.6,311.8,1736,32.9,99,0
4685,8391,2,303.6,311.8,1421,44.8,101,1
4686,8392,2,303.6,311.8,1627,30.8,104,0
4687,8393,2,303.5,311.6,1562,34.2,107,0
4688,3827,1,303.5,311.6,2183,17.0,110,0
4689,3828,1,303.5,311.6,1577,38.1,112,0
4690,8394,2,303.4,311.5,1560,36.4,114,0
4691,8395,2,303.4,311.5,1483,43.0,117,0
4692,3829,1,303.5,311.5,1535,33.3,120,0
4693,8396,2,303.4,311.4,1606,29.6,122,0
4694,8397,2,303.4,311.5,1817,24.7,125,0
4695,3830,1,303.4,311.5,1424,50.8,128,0
4696,3831,1,303.3,311.6,1514,34.7,130,0
4697,3832,1,303.4,311.6,1449,41.7,132,0
4698,8398,2,303.5,311.6,1573,34.0,134,0
4699,3833,1,303.4,311.6,1564,41.9,137,0
4700,3834,1,303.5,311.6,1428,46.2,139,0
4701,3835,1,303.5,311.7,1620,31.0,141,0
4702,472,0,303.5,311.7,1584,32.7,143,0
4703,3836,1,303.6,311.8,1222,66.8,148,1
4704,8399,2,303.6,311.8,1432,42.5,150,0
4705,3837,1,303.7,311.9,1561,33.3,153,0
4706,3838,1,303.6,311.8,1614,33.2,155,0
4707,3839,1,303.5,311.7,1959,22.3,157,0
4708,3840,1,303.5,311.8,1944,23.5,159,0
4709,3841,1,303.4,311.7,1793,25.8,161,0
4710,8400,2,303.4,311.6,1446,50.0,163,0
4711,3842,1,303.4,311.7,1673,32.2,166,0
4712,8401,2,303.4,311.7,1515,44.2,168,0
4713,3843,1,303.4,311.8,1564,35.9,171,0
4714,3844,1,303.5,311.8,1451,45.2,173,0
4715,473,0,303.4,311.8,1693,28.3,175,0
4716,3845,1,303.4,311.7,1476,42.3,180,0
4717,3846,1,303.4,311.6,1712,30.1,182,0
4718,8402,2,303.4,311.6,1425,45.4,184,0
4719,3847,1,303.3,311.6,1337,56.8,187,1
4720,8403,2,303.4,311.7,1690,34.9,189,0
4721,8404,2,303.4,311.7,1353,44.1,192,1
4722,3848,1,303.5,311.8,1927,21.9,195,0
